,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Education_type,Target,Income_type_Commercial associate,Income_type_Pensioner,Income_type_State servant,Income_type_Working,Family_status_Civil marriage,Family_status_Married,Family_status_Separated,Family_status_Single / not married,Family_status_Widow,Housing_type_House / apartment,Housing_type_Municipal apartment,Housing_type_With parents,Occupation_type_Accountants,Occupation_type_Core staff,Occupation_type_Drivers,Occupation_type_High skill tech staff,Occupation_type_Laborers,Occupation_type_Managers
2779,0,1,0,0,1,0,1,-0.5998634230400659,-0.18978993929664428,-0.5568539439725634,-0.9189702818824678,0.42208806850362,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6006,0,1,1,0,1,0,1,-0.5998634230400659,-0.18978993929664428,-1.517976562912753,1.2115357042531003,1.189868463247899,-0.8932208130208044,-1.6348178026313236,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9490,0,0,1,0,0,0,1,-0.5998634230400659,-1.3589971224382176,-0.9773450897588964,1.120875875055842,1.5506781456860084,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4594,1,0,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-1.4579063992289913,-0.46567113589617665,-0.6115892788990305,-0.7149220411266348,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6028,1,0,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-1.4579063992289913,0.8942263020626966,0.620156569110963,0.46798022277172985,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2270,0,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.8572047623913727,-0.05316891304865179,1.0527984663947794,-0.0811627260161241,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7536,0,0,1,0,0,0,0,2.3914431893358974,2.1486244269865025,0.6445493297026738,-0.6923207088893222,-0.6999075758404736,0.7011069463137437,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2301,1,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.0974854171264201,-0.5563309650934349,-1.2359407594104062,-0.5759094393108416,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6918,0,0,1,0,0,0,1,-0.5998634230400659,-1.3589971224382176,0.52440900233515,0.6222468144709219,1.3453086658648392,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8529,0,0,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,-0.7971345987076108,-0.46567113589617665,1.7332026260316573,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9679,0,0,0,0,0,0,1,-0.5998634230400659,-0.18978993929664428,-1.2176257444939438,-0.46567113589617665,1.252986606128717,-0.8932208130208044,0.6461430201911788,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
546,1,1,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-1.6381168902802767,-0.6923207088893222,-1.422469002550734,-0.19686265547771592,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5260,0,1,0,1,1,0,0,2.3914431893358974,2.1486244269865025,-0.9773450897588964,-0.6923207088893222,-0.9707503531275663,-0.2469417294237781,0.6461430201911788,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2863,0,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.5844791660189119,-0.46567113589617665,-1.8690063118866707,-0.7062877180324862,-0.8744975283571561,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
7520,1,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.16398802023257888,1.8008245940352787,0.2979714218685789,0.5038126636124467,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5410,0,0,0,0,0,0,1,-0.5998634230400659,-0.18978993929664428,-0.6169241076563252,-1.258944641372186,1.387230417479711,-0.8932208130208044,0.6461430201911788,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9588,0,0,1,0,0,0,0,0.8957898831479156,0.979417243844929,-1.3978362355452294,-0.46567113589617665,0.07305415899103654,2.946462666947099,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8623,0,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.157555580810182,0.8942263020626966,0.21907374326755533,-0.29486222259630307,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2345,0,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.10391785654881702,-0.0577019045085147,0.4854417268429484,0.4627996289152406,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9351,1,0,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-0.6169241076563252,-0.6469907942906931,-1.7281680676973827,-0.768023128155649,-0.8744975283571561,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5159,0,0,1,0,0,0,0,0.8957898831479156,0.979417243844929,1.4855316212753398,-0.23902156290303114,-0.7934072128691485,1.5787858888339532,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1565,0,0,1,0,0,0,0,2.3914431893358974,2.1486244269865025,-1.4579063992289913,-0.23902156290303114,-1.016204836620096,0.5556186021773386,0.6461430201911788,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
9493,0,0,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-1.4579063992289913,-0.23902156290303114,0.24521595916222325,-0.09756793989500655,0.6461430201911788,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7203,0,1,1,1,1,1,0,-0.5998634230400659,-0.18978993929664428,0.16398802023257888,-0.9189702818824678,-1.5058414748634563,-0.403654693582576,0.6461430201911788,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4242,1,0,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.2176257444939438,-0.46567113589617665,-0.3360361924417282,-0.3302629472823126,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5499,0,1,1,1,1,0,0,-0.5998634230400659,-0.18978993929664428,-1.0974854171264201,-1.1002899402769841,1.1232175884894235,3.4882664411049267,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
8525,1,1,1,1,1,1,0,0.8957898831479156,0.979417243844929,-0.49678378028880155,0.4409271560764055,-1.4029212194943612,-0.4148793136049693,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8981,0,0,1,0,0,1,0,-0.5998634230400659,-1.3589971224382176,1.1251106391727685,-0.5563309650934349,0.8799301198480612,0.3609146164042866,-1.6348178026313236,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6538,0,0,1,0,1,0,0,0.8957898831479156,0.979417243844929,-0.7971345987076108,-0.012371989909885592,0.3693326057972644,2.9589824354336147,-1.6348178026313236,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
6980,0,0,0,0,1,0,1,-0.5998634230400659,-0.18978993929664428,1.0049703118052449,0.21427758308325995,0.971310117750141,-0.8932208130208044,0.6461430201911788,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4342,0,1,1,1,1,1,0,-0.5998634230400659,-0.18978993929664428,-1.3377660718614675,0.4409271560764055,0.7951445547842757,0.4096985418862264,-1.6348178026313236,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7932,0,0,1,0,0,0,0,0.8957898831479156,-0.18978993929664428,-0.737064435023849,2.027474167028424,-0.9128135503339795,-0.6544817794675942,-1.6348178026313236,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2770,0,0,0,1,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.5568539439725634,0.8942263020626966,-0.4549714989895383,1.8943703979250865,0.6461430201911788,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1213,0,0,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,1.0049703118052449,-0.23902156290303114,1.619213144112568,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3868,0,0,0,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-1.2776959081777057,-0.6923207088893222,-1.5451725564347127,-0.8314854028976416,-1.6348178026313236,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4736,0,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.46433883865138814,-0.46567113589617665,0.518884921951442,4.095259354623576,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2847,0,0,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,-0.4367136166050397,-0.13929575078604708,0.7150692988907008,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6851,0,0,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-0.737064435023849,-0.6923207088893222,-1.4212914252581814,-0.44768974136273415,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
305,0,0,1,0,0,0,0,2.3914431893358974,2.1486244269865025,-1.2776959081777057,-0.9189702818824678,-0.9721634458786292,1.055114193173838,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3794,1,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.3766434529212778,0.4409271560764055,0.31139580300367764,-0.6454157402187383,0.6461430201911788,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4509,0,1,1,0,1,0,0,0.8957898831479156,0.979417243844929,-0.016222470818706692,-0.46567113589617665,-1.6014607510187253,-0.3285360826634828,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
392,0,0,1,0,0,0,1,0.8957898831479156,0.979417243844929,-1.517976562912753,0.16894766848463083,0.5883619822120435,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3287,1,0,0,1,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.4367136166050397,-0.46567113589617665,-1.7557233763431128,-0.6121735963062659,0.6461430201911788,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3744,0,0,1,1,0,0,0,-0.5998634230400659,-0.18978993929664428,1.7258122760103871,-0.1483617337057729,-1.1235998857008902,-0.7235563642207834,-1.6348178026313236,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
8351,1,0,0,1,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.3978362355452294,-0.012371989909885592,0.057274623270832076,0.8867448928379392,-0.11417725408298866,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8631,1,1,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.0374152534426582,0.4409271560764055,-1.2559595733837998,-0.7149220411266348,-0.8744975283571561,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9572,0,0,0,0,0,0,1,0.8957898831479156,0.979417243844929,-0.5568539439725634,-0.46567113589617665,-0.9427240135648149,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1517,0,0,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,-0.737064435023849,-0.7829805380865804,1.1448850106723907,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7553,0,0,1,0,1,0,1,-0.5998634230400659,-1.3589971224382176,-1.3978362355452294,-1.1456198548756134,1.1319316604543124,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5335,0,0,0,1,1,0,0,-0.5998634230400659,-1.3589971224382176,1.365391293907816,-0.46567113589617665,0.044085757594243165,0.44898471196460277,0.6461430201911788,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6373,0,0,1,0,1,0,1,-0.5998634230400659,-0.18978993929664428,0.8848299844377212,-1.3722694278687588,1.5994298455976848,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5226,0,0,0,1,0,0,0,-0.5998634230400659,-0.18978993929664428,0.7046194933864356,-0.6016608796920639,1.418318458003099,1.3685401214914341,-1.6348178026313236,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1342,1,1,0,0,0,0,0,0.8957898831479156,0.979417243844929,-0.737064435023849,-0.46567113589617665,-0.02915955000252703,0.33371649865771835,-1.6348178026313236,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7017,0,0,1,1,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.4579063992289913,-0.012371989909885592,-0.980877517843518,-0.8254413767317376,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7815,1,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,1.9660929307454347,0.8942263020626966,0.4369255423897825,1.408258007724518,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8606,1,1,1,0,0,0,0,2.3914431893358974,2.1486244269865025,0.3441985112838645,0.8488963874640675,-1.0272740631700896,-0.07123325445785315,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9067,0,0,0,1,0,0,0,-0.5998634230400659,-1.3589971224382176,0.6445493297026738,-0.46567113589617665,-1.324023540893339,-0.2957256549057179,-1.6348178026313236,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1365,1,0,1,0,0,0,0,0.8957898831479156,-0.18978993929664428,-0.4367136166050397,-0.8283104526852095,0.7035290414236854,1.0965589440257513,0.6461430201911788,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6217,0,1,0,1,1,0,0,-0.5998634230400659,-0.18978993929664428,1.6657421123266254,0.21427758308325995,0.028306221874038702,1.8425644593601946,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2507,0,0,0,0,1,0,0,-0.5998634230400659,-1.3589971224382176,-0.9172749260751345,-0.8283104526852095,-1.779981468569696,-0.834939132135301,-0.8744975283571561,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9187,0,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.3377660718614675,1.3475254480489876,1.691516389875296,0.12303901516049146,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3664,1,1,0,1,0,0,0,0.8957898831479156,0.979417243844929,0.3441985112838645,-0.46567113589617665,-0.8833741180201652,-0.21067757242835375,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4135,1,0,1,0,0,1,0,2.3914431893358974,2.1486244269865025,-0.1363627981862304,0.03295792468874351,-0.4900633023076048,1.1371402625682498,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6880,0,0,0,1,1,0,0,-0.5998634230400659,-1.3589971224382176,-1.2176257444939438,-0.6923207088893222,-1.3546405504997054,-0.5400769984701246,0.6461430201911788,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9131,1,1,0,0,0,0,0,0.8957898831479156,0.979417243844929,-0.316573289237516,1.3475254480489876,-1.6243057504942455,-0.493451653761722,-1.6348178026313236,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
6812,1,1,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-1.4579063992289913,0.4409271560764055,-1.2349986975763638,-0.1761402800517592,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2493,0,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,1.4254614575915778,-0.19369164830440203,1.3994772213222573,0.6074245407422306,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3345,0,0,0,0,1,0,1,-0.5998634230400659,-1.3589971224382176,1.2452509665402922,-1.084424470167464,1.956471280699626,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5131,1,1,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,1.1851808028565305,0.4409271560764055,-1.5948663181804312,-0.25730291713675646,-1.6348178026313236,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3175,0,0,1,0,1,0,0,-0.5998634230400659,-1.3589971224382176,0.22405818391634075,0.12361775388600173,0.2565207011707281,1.1716775549448448,-1.6348178026313236,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
9336,0,0,1,0,0,1,0,-0.5998634230400659,-0.18978993929664428,-0.7971345987076108,-1.2362796840728716,-0.1054665585599338,1.2420472881621565,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9575,0,1,1,1,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.6381168902802767,-0.9189702818824678,0.7282581645672898,-0.837961145218253,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6699,0,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.2841283476001026,0.12361775388600173,-0.43613026230869667,-0.4446677282797822,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5716,0,0,1,0,1,0,0,-0.5998634230400659,-1.3589971224382176,1.0650404754890068,0.21427758308325995,0.11285627147931376,-0.3268092180446531,-1.6348178026313236,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7139,0,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,1.4254614575915778,-0.5563309650934349,0.3672129666706699,-0.3768882919907152,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4859,1,0,1,0,0,0,0,0.8957898831479156,0.979417243844929,1.3053211302240542,-0.46567113589617665,-0.04234841567911594,2.5997945947170304,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7812,0,0,1,0,0,0,0,2.3914431893358974,2.1486244269865025,0.3441985112838645,0.8488963874640675,-1.0684892684094296,-0.22147047629603966,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4114,1,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.578046726596515,1.0302160458585838,-1.765850541059065,-0.3876811958584011,0.6461430201911788,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4893,0,0,1,0,0,0,0,2.3914431893358974,2.1486244269865025,0.6445493297026738,-0.012371989909885592,-0.7467751520840665,1.5489974741591406,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6513,1,1,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,-1.0974854171264201,-0.23902156290303114,0.8431897083204212,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3035,1,1,0,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-0.7971345987076108,-0.012371989909885592,0.9774335196714147,-0.8465954683124016,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7013,0,1,0,1,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.8572047623913727,-0.23902156290303114,-1.6193599258655247,-0.5927463693444315,-0.8744975283571561,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5323,0,0,1,0,1,0,1,-0.5998634230400659,-0.18978993929664428,-0.5568539439725634,-0.23902156290303114,1.2977345432457152,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4951,1,1,1,1,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.737064435023849,0.21427758308325995,0.045263334886795084,-0.1498055946146058,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
590,1,1,0,0,0,1,0,-0.5998634230400659,-1.3589971224382176,0.5844791660189119,0.4409271560764055,-1.225813594694454,-0.7727720058574307,-1.6348178026313236,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3667,1,1,0,1,1,0,0,-0.5998634230400659,-1.3589971224382176,-1.517976562912753,-0.46567113589617665,-1.5762605969581007,-0.34191928345941325,-1.6348178026313236,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
9324,0,0,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.07629263450246855,-0.46567113589617665,0.6999963095460279,-0.7028339887948266,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8535,0,1,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.5568539439725634,0.4409271560764055,-0.9806420023850074,-0.821987647494078,-1.6348178026313236,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
6682,0,1,0,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-1.4579063992289913,0.8942263020626966,0.538668220466325,-0.1416029876751645,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5695,0,0,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.2176257444939438,-1.1456198548756134,-0.15798650580777893,-0.7196709188284166,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8764,1,1,0,0,0,0,0,-0.5998634230400659,-1.3589971224382176,0.7646896570701974,-0.46567113589617665,0.5975470850939538,-0.3734345627530557,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2709,1,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.7046194933864356,0.5315869852736637,-0.11347408414929036,0.4088351095768116,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1431,0,0,0,0,0,1,0,0.8957898831479156,-0.18978993929664428,-0.4367136166050397,0.4409271560764055,0.04055302571658559,2.0985721391017025,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3985,0,0,1,1,1,0,0,-0.5998634230400659,-1.3589971224382176,1.1851808028565305,-1.194440172898337,0.8634440377523253,-0.755071643514426,0.6461430201911788,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7453,1,1,0,1,0,0,0,2.3914431893358974,2.1486244269865025,-1.2176257444939438,1.3475254480489876,-0.7267563381106724,-0.717080621900172,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
8695,1,1,0,0,0,0,0,0.8957898831479156,0.979417243844929,-0.316573289237516,1.7101647648380205,0.03560720108786498,2.7673004627435156,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5954,0,0,1,1,0,0,0,2.3914431893358974,2.1486244269865025,-0.9172749260751345,-1.1456198548756134,-1.3449844167007747,-0.47834158834696183,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5483,0,0,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,1.0049703118052449,-0.012371989909885592,-1.1035810717274968,-0.08893361680085785,-1.6348178026313236,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8382,0,0,0,1,1,0,0,-0.5998634230400659,-0.18978993929664428,0.7646896570701974,0.8942263020626966,0.8945320782757126,-0.611310163996851,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
658,0,0,1,0,1,0,1,-0.5998634230400659,-0.18978993929664428,0.944900148121483,-0.6923207088893222,1.1236886194064453,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2994,0,0,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,0.46433883865138814,-1.4175993424673878,1.8702726228847775,-0.8932208130208044,-0.11417725408298866,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4829,0,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.737064435023849,-0.23902156290303114,-1.0962800925136709,-0.3768882919907152,-0.8744975283571561,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1492,0,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,1.6657421123266254,2.707422886007861,0.3613250802079072,0.5474159952378975,-1.6348178026313236,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3723,1,1,1,1,0,0,0,-0.5998634230400659,-1.3589971224382176,-0.8572047623913727,-1.0322950683790406,-1.8230807974771206,-0.8150801890187591,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5395,0,0,1,0,0,0,1,-0.5998634230400659,-1.3589971224382176,-1.3978362355452294,-0.5563309650934349,1.802679686292259,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9690,1,0,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-1.3377660718614675,0.8942263020626966,0.47766971671210173,-0.2046335462624498,0.6461430201911788,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6539,0,0,1,1,0,0,0,2.3914431893358974,2.1486244269865025,-0.4367136166050397,-1.3722694278687588,-0.5576562389001223,0.3311262017294739,0.6461430201911788,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3546,1,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.3978362355452294,-0.23902156290303114,0.7654696070119508,-0.6575037925505463,0.6461430201911788,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
982,0,0,1,0,0,0,0,2.3914431893358974,2.1486244269865025,-0.1363627981862304,-0.6923207088893222,-1.4146969924198871,-0.1428981361392869,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4757,0,1,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,0.8848299844377212,-0.46567113589617665,0.9976878491033188,-0.8932208130208044,-1.6348178026313236,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4542,0,0,1,0,0,0,0,2.3914431893358974,2.1486244269865025,0.6445493297026738,-0.46567113589617665,0.3005620919121944,0.21888000150554138,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2595,0,0,1,1,1,0,0,-0.5998634230400659,-0.18978993929664428,0.46433883865138814,-1.1456198548756134,-1.2397090067465744,-0.42653564978207,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
